maintenance_id,equipment_id,maintenance_date,maintenance_type,issue_category,severity,downtime_hours,maintenance_cost_inr,engine_hours_at_maintenance
M_000909,EQ_00320,2026-03-03,Preventive,Scheduled Service,Medium,1.4,4988.76,10374
M_000910,EQ_00320,2026-04-22,Corrective,Hydraulic,Medium,2.6,7066.64,11166
M_000911,EQ_00320,2024-08-06,Preventive,Tires/Tracks,Medium,9.3,15519.1,11630
M_000912,EQ_00320,2026-05-16,Preventive,Hydraulic,Medium,5.8,9858.21,10710
M_000913,EQ_00320,2025-08-25,Preventive,Scheduled Service,Medium,0.1,405.26,10441
M_000914,EQ_00321,2025-03-28,Preventive,Engine,Low,3.7,12689.12,20342
M_000915,EQ_00322,2024-07-13,Preventive,Electrical,Medium,7.6,20949.42,8739
M_000916,EQ_00322,2026-07-16,Preventive,Scheduled Service,Low,2.1,7406.1,10104
M_000917,EQ_00322,2025-05-08,Corrective,Hydraulic,Low,17.6,28040.91,8606
M_000918,EQ_00322,2026-06-04,Preventive,Electrical,Medium,6.7,15171.83,9092
M_000919,EQ_00323,2025-07-01,Corrective,Engine,Medium,6.3,23341.22,20898
M_000920,EQ_00323,2025-12-28,Corrective,Hydraulic,Low,9.3,37286.89,20882
M_000921,EQ_00324,2024-01-04,Corrective,Scheduled Service,Medium,2.5,3729.24,2249
M_000922,EQ_00324,2024-03-05,Corrective,Hydraulic,Medium,1.4,2903.11,1679
M_000923,EQ_00324,2024-09-25,Preventive,Tires/Tracks,Low,24.6,79780.95,1685
M_000924,EQ_00324,2025-08-07,Preventive,Tires/Tracks,Low,2.2,5189.04,2705
M_000925,EQ_00325,2024-08-08,Preventive,Hydraulic,Medium,16.1,26084.19,16645
M_000926,EQ_00325,2025-04-20,Corrective,Hydraulic,Medium,6.4,11395.25,15629
M_000927,EQ_00326,2025-05-12,Preventive,Tires/Tracks,Low,14.5,47148.45,12351
M_000928,EQ_00327,2025-02-07,Preventive,Engine,High,30.9,137645.92,6615
M_000929,EQ_00327,2026-03-06,Preventive,Engine,Low,11.8,48646.68,4774
M_000930,EQ_00328,2026-02-05,Preventive,Engine,Low,6.1,9674.74,4505
M_000931,EQ_00328,2025-03-12,Preventive,Electrical,Medium,11.9,53273.04,5606
M_000932,EQ_00329,2025-01-16,Corrective,Tires/Tracks,Medium,4.2,8706.9,16897
M_000933,EQ_00329,2024-05-17,Preventive,Engine,Low,9.5,39339.06,16410
M_000934,EQ_00329,2025-09-18,Corrective,Electrical,Medium,8.9,32910.38,16827
M_000935,EQ_00330,2024-11-28,Preventive,Hydraulic,Medium,4.8,10274.4,13692
M_000936,EQ_00330,2026-04-22,Corrective,Hydraulic,Medium,13.1,17060.51,14289
M_000937,EQ_00331,2026-01-01,Preventive,Electrical,Low,10.5,33773.14,13222
M_000938,EQ_00331,2024-08-10,Preventive,Scheduled Service,High,8.2,22973.82,13168
M_000939,EQ_00331,2026-04-28,Corrective,Engine,Medium,13.7,32954.32,13194
M_000940,EQ_00331,2025-07-08,Preventive,Scheduled Service,Low,20.4,33895.35,14404
M_000941,EQ_00332,2026-04-19,Preventive,Tires/Tracks,Medium,5.9,21413.97,1982
M_000942,EQ_00332,2026-02-18,Preventive,Scheduled Service,Low,7.2,26745.49,2404
M_000943,EQ_00332,2024-02-28,Corrective,Hydraulic,Medium,12.6,48696.43,2356
M_000944,EQ_00333,2025-10-03,Preventive,Scheduled Service,Medium,4.0,5786.19,12498
M_000945,EQ_00333,2025-11-03,Preventive,Hydraulic,Low,6.2,8946.11,12891
M_000946,EQ_00333,2025-10-26,Preventive,Hydraulic,Low,7.4,25879.18,12374
M_000947,EQ_00334,2024-02-18,Corrective,Tires/Tracks,Low,21.7,76509.38,21966
M_000948,EQ_00334,2024-12-06,Corrective,Hydraulic,Low,1.7,5525.91,20839
M_000949,EQ_00335,2026-08-22,Preventive,Tires/Tracks,Low,4.5,16664.23,631
M_000950,EQ_00335,2025-10-27,Corrective,Electrical,Medium,19.6,45826.78,815
M_000951,EQ_00335,2026-04-30,Corrective,Engine,Low,5.4,7524.56,528
M_000952,EQ_00335,2025-08-02,Corrective,Tires/Tracks,Low,3.4,8577.59,196
M_000953,EQ_00335,2024-06-08,Corrective,Electrical,Medium,9.0,36450.25,1479
M_000954,EQ_00336,2024-03-03,Corrective,Hydraulic,Medium,6.0,12209.61,9875
M_000955,EQ_00336,2025-05-09,Preventive,Scheduled Service,Medium,5.9,14168.81,11389
M_000956,EQ_00337,2024-02-05,Preventive,Hydraulic,Low,14.7,31361.58,12013
M_000957,EQ_00337,2024-07-31,Preventive,Electrical,Low,11.9,35987.07,11080
M_000958,EQ_00337,2024-02-14,Corrective,Engine,Medium,15.5,51461.1,10348
M_000959,EQ_00337,2024-09-09,Preventive,Engine,Low,6.0,21401.14,11633
M_000960,EQ_00337,2025-02-15,Preventive,Tires/Tracks,Medium,2.6,10941.54,10943
M_000961,EQ_00338,2025-05-14,Preventive,Tires/Tracks,Medium,6.9,22519.34,19957
M_000962,EQ_00338,2026-04-04,Corrective,Engine,Low,16.7,57972.36,19028
M_000963,EQ_00338,2026-02-03,Corrective,Tires/Tracks,Medium,2.8,7600.85,19471
M_000964,EQ_00338,2024-07-26,Preventive,Scheduled Service,High,11.8,31866.63,19539
M_000965,EQ_00339,2024-06-23,Preventive,Engine,High,55.1,222026.74,7503
M_000966,EQ_00339,2024-09-20,Preventive,Engine,Medium,2.6,9725.14,6091
M_000967,EQ_00339,2025-05-04,Preventive,Hydraulic,High,27.4,119677.82,6248
M_000968,EQ_00339,2025-11-02,Preventive,Electrical,Low,16.6,52071.14,6591
M_000969,EQ_00340,2024-05-01,Corrective,Engine,Medium,8.4,22326.51,11288
M_000970,EQ_00340,2024-10-04,Corrective,Engine,Low,14.4,63623.76,11685
M_000971,EQ_00340,2025-08-31,Preventive,Tires/Tracks,Low,0.5,2189.14,10798
M_000972,EQ_00341,2025-06-23,Preventive,Scheduled Service,High,18.4,41695.24,16535
M_000973,EQ_00341,2024-12-28,Corrective,Hydraulic,Low,15.1,31947.14,16797
M_000974,EQ_00341,2026-06-19,Preventive,Engine,Low,6.8,13123.49,16145
M_000975,EQ_00342,2024-02-14,Preventive,Scheduled Service,Low,9.1,35638.18,1690
M_000976,EQ_00342,2025-11-30,Preventive,Scheduled Service,Low,15.7,39194.83,1107
M_000977,EQ_00342,2024-11-15,Corrective,Electrical,Low,12.9,22852.43,1463
M_000978,EQ_00342,2026-02-21,Preventive,Hydraulic,Low,15.6,26231.67,1106
M_000979,EQ_00342,2026-02-26,Preventive,Scheduled Service,Low,21.3,48819.96,1359
M_000980,EQ_00343,2026-04-22,Preventive,Engine,Medium,5.7,12818.04,17749
M_000981,EQ_00343,2024-09-04,Preventive,Electrical,Low,10.6,45865.32,17096
M_000982,EQ_00344,2025-09-22,Corrective,Tires/Tracks,High,14.4,54475.56,17902
M_000983,EQ_00344,2025-10-14,Preventive,Scheduled Service,Medium,8.4,36768.73,18994
M_000984,EQ_00344,2025-01-19,Corrective,Scheduled Service,Low,1.5,4152.54,18620
M_000985,EQ_00345,2026-07-30,Preventive,Engine,Low,5.5,14763.05,15828
M_000986,EQ_00345,2026-03-09,Corrective,Tires/Tracks,Medium,7.8,15636.35,16742
M_000987,EQ_00346,2026-04-02,Corrective,Scheduled Service,Medium,6.3,20913.74,15278
M_000988,EQ_00346,2024-08-12,Corrective,Hydraulic,Medium,14.7,21907.9,14045
M_000989,EQ_00346,2025-10-25,Preventive,Electrical,Low,12.6,37449.22,14879
M_000990,EQ_00347,2026-01-01,Preventive,Electrical,Low,11.9,48689.5,17456
M_000991,EQ_00347,2024-07-23,Corrective,Scheduled Service,Low,10.5,30017.19,16894
M_000992,EQ_00347,2025-09-23,Preventive,Scheduled Service,Medium,25.1,79100.49,16003
M_000993,EQ_00347,2024-07-26,Corrective,Hydraulic,Low,9.5,32383.18,16197
M_000994,EQ_00348,2024-08-10,Preventive,Electrical,Medium,9.5,39778.85,17878
M_000995,EQ_00348,2024-12-16,Corrective,Tires/Tracks,Low,6.5,17798.18,17628
M_000996,EQ_00348,2024-06-12,Preventive,Hydraulic,High,17.9,38829.95,16817
M_000997,EQ_00348,2025-09-04,Preventive,Engine,Low,2.1,4713.79,16675
M_000998,EQ_00349,2024-03-30,Corrective,Tires/Tracks,Low,12.7,27417.39,20118
M_000999,EQ_00349,2026-01-19,Corrective,Hydraulic,Medium,1.4,2763.77,20705
M_001000,EQ_00349,2025-02-18,Preventive,Engine,Low,10.4,28013.99,19873
M_001001,EQ_00349,2024-03-21,Preventive,Tires/Tracks,Medium,15.4,59414.0,20436
M_001002,EQ_00350,2025-09-27,Preventive,Scheduled Service,Medium,2.8,9008.84,9800
M_001003,EQ_00350,2025-10-11,Corrective,Electrical,Medium,9.8,14305.89,9256
M_001004,EQ_00351,2024-02-08,Preventive,Hydraulic,Low,7.6,11082.72,9633
M_001005,EQ_00351,2024-08-12,Corrective,Engine,Low,11.4,40917.32,10105
M_001006,EQ_00351,2024-09-11,Preventive,Electrical,Low,7.1,26145.58,10712
M_001007,EQ_00351,2025-06-12,Preventive,Engine,Low,2.1,6096.37,10701
M_001008,EQ_00351,2026-01-02,Preventive,Hydraulic,Medium,5.4,6532.04,9353
M_001009,EQ_00352,2026-07-26,Preventive,Electrical,Medium,9.7,24726.57,13910
M_001010,EQ_00352,2025-01-30,Preventive,Engine,Low,5.9,17158.67,14150
M_001011,EQ_00352,2025-01-16,Preventive,Tires/Tracks,High,17.2,49246.95,14314
M_001012,EQ_00353,2025-11-12,Corrective,Hydraulic,Low,9.6,18377.06,3722
M_001013,EQ_00353,2026-06-18,Corrective,Hydraulic,Low,10.3,25408.58,3881
M_001014,EQ_00353,2026-04-24,Corrective,Electrical,Medium,35.4,129131.23,4736
M_001015,EQ_00354,2025-08-22,Corrective,Scheduled Service,Low,17.4,58908.35,18038
M_001016,EQ_00354,2024-04-03,Preventive,Hydraulic,Low,1.6,6457.33,19653
M_001017,EQ_00354,2026-05-18,Preventive,Hydraulic,Low,7.6,20249.18,18098
M_001018,EQ_00354,2026-07-22,Preventive,Scheduled Service,Low,5.4,14523.19,18622
M_001019,EQ_00355,2025-08-18,Corrective,Engine,Low,5.4,8719.95,16089
M_001020,EQ_00355,2024-12-20,Corrective,Electrical,Low,3.0,10561.37,17483
M_001021,EQ_00356,2025-09-06,Preventive,Engine,High,38.8,77055.0,13412
M_001022,EQ_00356,2026-06-24,Preventive,Electrical,Medium,13.3,47587.94,13535
M_001023,EQ_00356,2026-03-23,Corrective,Hydraulic,Medium,7.8,31715.2,13495
M_001024,EQ_00356,2026-03-29,Preventive,Hydraulic,Low,16.1,22107.66,13858
M_001025,EQ_00357,2024-11-03,Corrective,Tires/Tracks,Low,13.6,18240.69,7649
M_001026,EQ_00357,2026-05-12,Preventive,Scheduled Service,Low,22.3,55776.79,6784
M_001027,EQ_00357,2025-09-22,Corrective,Scheduled Service,Medium,6.6,15244.05,6323
M_001028,EQ_00357,2024-04-13,Preventive,Tires/Tracks,High,7.0,12319.94,7543
M_001029,EQ_00357,2025-08-05,Preventive,Tires/Tracks,Medium,8.9,23391.25,7437
M_001030,EQ_00358,2024-06-27,Corrective,Engine,Low,17.4,35991.54,7464
M_001031,EQ_00359,2025-01-19,Preventive,Electrical,Low,13.0,45570.14,10294
M_001032,EQ_00359,2026-01-28,Corrective,Tires/Tracks,Medium,24.0,63843.01,9236
M_001033,EQ_00359,2025-04-15,Preventive,Engine,Low,4.1,14721.47,8901
M_001034,EQ_00359,2026-05-19,Corrective,Tires/Tracks,Medium,4.6,11645.64,9392
M_001035,EQ_00360,2026-02-10,Corrective,Electrical,Medium,12.4,41397.46,13818
M_001036,EQ_00360,2026-05-14,Corrective,Engine,Medium,10.3,36380.86,14208
M_001037,EQ_00361,2024-07-02,Preventive,Electrical,Low,0.9,3168.09,16655
M_001038,EQ_00361,2025-06-28,Corrective,Scheduled Service,Medium,3.4,5834.56,18145
M_001039,EQ_00361,2026-06-12,Corrective,Engine,Low,2.4,7407.52,16650
M_001040,EQ_00362,2025-11-12,Preventive,Scheduled Service,High,28.3,40806.61,15484
M_001041,EQ_00362,2024-07-29,Corrective,Electrical,Low,5.7,17505.23,15911
M_001042,EQ_00362,2024-01-10,Preventive,Engine,Medium,16.9,36502.34,15615
M_001043,EQ_00363,2024-08-04,Preventive,Engine,Low,3.6,9926.43,19519
M_001044,EQ_00363,2025-04-30,Corrective,Engine,Low,11.0,42988.04,19711
M_001045,EQ_00363,2024-01-11,Corrective,Scheduled Service,Medium,13.6,43689.56,20535
M_001046,EQ_00364,2024-07-10,Preventive,Engine,Low,0.7,3016.95,21244
M_001047,EQ_00364,2026-02-25,Preventive,Tires/Tracks,Low,12.1,54231.5,22134
M_001048,EQ_00364,2025-03-20,Preventive,Engine,Low,3.9,7121.07,21232
M_001049,EQ_00364,2025-07-11,Corrective,Scheduled Service,Low,14.5,60928.55,20893
M_001050,EQ_00365,2025-12-28,Corrective,Scheduled Service,Low,6.7,15922.79,16193
M_001051,EQ_00365,2025-07-21,Preventive,Electrical,High,32.9,68776.04,15994
M_001052,EQ_00365,2025-01-29,Preventive,Engine,Low,6.1,16992.78,16463
M_001053,EQ_00365,2024-01-14,Corrective,Scheduled Service,Medium,13.7,41073.25,14981
M_001054,EQ_00366,2026-05-08,Corrective,Tires/Tracks,Medium,1.7,6283.56,8092
M_001055,EQ_00366,2025-10-06,Corrective,Tires/Tracks,High,56.8,78914.42,7806
M_001056,EQ_00366,2025-12-27,Corrective,Tires/Tracks,Medium,0.9,1523.48,8501
M_001057,EQ_00367,2025-08-31,Preventive,Scheduled Service,Medium,8.3,32202.27,13505
M_001058,EQ_00367,2025-09-28,Preventive,Electrical,Medium,17.2,74571.47,12442
M_001059,EQ_00367,2024-06-21,Preventive,Scheduled Service,Medium,4.8,10729.33,13562
M_001060,EQ_00368,2024-10-14,Preventive,Engine,Medium,14.6,58619.3,9606
M_001061,EQ_00368,2024-01-08,Corrective,Electrical,High,12.7,47621.11,9202
M_001062,EQ_00368,2026-03-31,Preventive,Electrical,Low,10.4,32653.15,10357
M_001063,EQ_00368,2024-11-04,Corrective,Electrical,Medium,7.5,14217.24,10428
M_001064,EQ_00369,2026-08-14,Preventive,Hydraulic,Low,12.7,43031.32,14786
M_001065,EQ_00369,2026-03-12,Preventive,Tires/Tracks,Medium,20.9,50876.21,14722
M_001066,EQ_00369,2026-04-03,Preventive,Engine,High,6.8,16013.47,14187
M_001067,EQ_00369,2026-01-05,Preventive,Electrical,Low,12.1,14551.77,14772
M_001068,EQ_00369,2024-01-04,Preventive,Tires/Tracks,Low,17.0,73279.54,14258
M_001069,EQ_00370,2025-07-23,Preventive,Hydraulic,Medium,7.9,13041.57,17966
M_001070,EQ_00370,2024-12-23,Preventive,Scheduled Service,Medium,8.0,14934.6,17709
M_001071,EQ_00370,2024-07-15,Corrective,Scheduled Service,Low,7.6,18133.59,17351
M_001072,EQ_00370,2024-03-05,Corrective,Scheduled Service,Low,5.3,16045.16,17824
M_001073,EQ_00370,2025-03-10,Corrective,Scheduled Service,Low,10.2,31640.52,17455
M_001074,EQ_00371,2024-04-02,Preventive,Electrical,Medium,12.3,31701.34,8089
M_001075,EQ_00371,2024-01-01,Preventive,Engine,Medium,2.6,9136.91,8051
M_001076,EQ_00371,2024-12-11,Corrective,Scheduled Service,Medium,7.9,23286.14,8599
M_001077,EQ_00371,2026-04-25,Corrective,Hydraulic,Medium,6.5,29129.85,8440
M_001078,EQ_00372,2025-12-05,Preventive,Electrical,Medium,10.2,24801.75,11424
M_001079,EQ_00372,2026-06-04,Preventive,Scheduled Service,Medium,7.8,25001.29,10490
M_001080,EQ_00372,2026-03-21,Preventive,Engine,High,43.3,194579.09,11854
M_001081,EQ_00372,2024-04-17,Preventive,Engine,Low,18.5,64859.53,10953
M_001082,EQ_00373,2024-01-11,Preventive,Electrical,Low,22.1,88856.7,1142
M_001083,EQ_00373,2025-03-02,Preventive,Scheduled Service,Medium,6.8,14011.54,2383
M_001084,EQ_00373,2025-04-23,Corrective,Electrical,Medium,21.6,84923.51,2040
M_001085,EQ_00374,2024-02-15,Preventive,Scheduled Service,High,2.0,3247.04,15532
M_001086,EQ_00374,2025-01-15,Corrective,Engine,Low,1.9,7769.51,15399
M_001087,EQ_00374,2026-07-22,Corrective,Electrical,Low,7.0,11742.09,16529
M_001088,EQ_00374,2026-04-06,Preventive,Hydraulic,Low,7.6,13980.65,17142
M_001089,EQ_00375,2025-12-14,Corrective,Engine,Low,5.3,20783.91,10109
M_001090,EQ_00375,2025-07-30,Corrective,Tires/Tracks,Low,21.5,34617.38,10651
M_001091,EQ_00375,2024-02-17,Preventive,Tires/Tracks,Medium,10.3,20918.86,10089
M_001092,EQ_00375,2026-04-20,Preventive,Engine,Low,3.1,9634.23,10803
M_001093,EQ_00376,2025-12-25,Corrective,Tires/Tracks,High,9.5,28283.62,9675
M_001094,EQ_00376,2024-01-19,Corrective,Engine,Low,15.0,23084.38,10747
M_001095,EQ_00376,2025-12-20,Corrective,Engine,Low,21.0,64297.93,10802
M_001096,EQ_00376,2024-02-23,Preventive,Hydraulic,Medium,3.2,13078.72,10877
M_001097,EQ_00376,2025-06-25,Corrective,Electrical,High,13.9,41363.41,10172
M_001098,EQ_00377,2024-02-08,Preventive,Tires/Tracks,Medium,6.6,23911.22,11552
M_001099,EQ_00378,2024-03-06,Preventive,Tires/Tracks,Medium,5.2,8449.6,6055
M_001100,EQ_00378,2024-05-04,Corrective,Tires/Tracks,High,15.8,51113.43,4738
M_001101,EQ_00379,2024-09-12,Preventive,Tires/Tracks,Low,7.4,30524.14,13256
M_001102,EQ_00379,2024-12-04,Preventive,Electrical,Low,8.4,12539.69,14262
M_001103,EQ_00379,2026-02-22,Corrective,Electrical,Medium,21.6,49160.58,13299
M_001104,EQ_00379,2025-06-26,Preventive,Tires/Tracks,Low,9.9,22067.52,14023
M_001105,EQ_00380,2026-02-25,Corrective,Engine,Low,13.2,44248.37,16707
M_001106,EQ_00380,2024-10-26,Preventive,Scheduled Service,Low,16.5,22356.92,17032
M_001107,EQ_00381,2026-04-15,Preventive,Scheduled Service,High,64.6,158432.48,8967
M_001108,EQ_00381,2024-06-20,Corrective,Hydraulic,Low,21.8,75285.56,8111
M_001109,EQ_00382,2024-01-10,Preventive,Scheduled Service,Low,19.0,55938.35,3711
M_001110,EQ_00382,2026-06-07,Corrective,Tires/Tracks,Low,5.6,13086.2,3655
M_001111,EQ_00383,2025-06-17,Corrective,Scheduled Service,High,18.9,75291.0,8691
M_001112,EQ_00383,2025-04-12,Preventive,Scheduled Service,Low,13.3,19451.44,8997
M_001113,EQ_00383,2024-08-22,Preventive,Engine,Medium,10.9,37372.9,9183
M_001114,EQ_00383,2024-07-03,Preventive,Scheduled Service,Low,6.9,30385.52,9244
M_001115,EQ_00384,2024-05-09,Corrective,Engine,High,9.9,42669.4,5279
M_001116,EQ_00384,2024-07-31,Corrective,Scheduled Service,Low,12.1,21415.64,4197
M_001117,EQ_00385,2024-06-26,Preventive,Engine,Medium,28.4,61895.22,9532
M_001118,EQ_00386,2026-03-29,Preventive,Electrical,Low,10.4,16825.81,13574
M_001119,EQ_00386,2026-04-01,Corrective,Scheduled Service,Medium,10.3,22494.14,13320
M_001120,EQ_00387,2025-02-14,Corrective,Tires/Tracks,High,30.7,39102.31,2912
M_001121,EQ_00388,2024-12-29,Preventive,Tires/Tracks,High,22.3,56294.5,16343
M_001122,EQ_00388,2024-07-18,Preventive,Electrical,Low,10.6,44974.06,15836
M_001123,EQ_00389,2026-04-03,Corrective,Scheduled Service,Medium,2.2,3299.28,5480
M_001124,EQ_00389,2025-03-26,Preventive,Scheduled Service,Low,2.9,5734.86,5355
M_001125,EQ_00389,2024-07-18,Preventive,Scheduled Service,Medium,5.9,11255.41,4886
M_001126,EQ_00389,2025-08-24,Corrective,Electrical,Low,5.2,20586.87,5532
M_001127,EQ_00390,2025-03-14,Corrective,Scheduled Service,Medium,7.2,11203.43,20461
M_001128,EQ_00390,2024-09-26,Preventive,Electrical,Low,2.8,7493.06,19789
M_001129,EQ_00390,2024-12-19,Corrective,Scheduled Service,Medium,24.0,51838.34,18979
M_001130,EQ_00390,2025-05-14,Corrective,Tires/Tracks,Low,15.1,23964.47,19738
M_001131,EQ_00391,2025-10-19,Preventive,Electrical,High,13.3,44789.34,16115
M_001132,EQ_00391,2024-11-15,Preventive,Scheduled Service,Low,1.0,2695.35,15878
M_001133,EQ_00392,2024-06-12,Preventive,Engine,Medium,6.4,26001.21,7217
M_001134,EQ_00392,2025-12-26,Preventive,Engine,High,16.6,65884.48,7256
M_001135,EQ_00393,2026-08-07,Preventive,Hydraulic,Medium,6.3,16641.94,13103
M_001136,EQ_00393,2024-04-30,Corrective,Tires/Tracks,High,13.2,48023.26,13488
M_001137,EQ_00394,2026-03-14,Preventive,Engine,Medium,8.7,14167.11,2498
M_001138,EQ_00394,2025-09-24,Corrective,Electrical,Medium,1.2,5091.43,3257
M_001139,EQ_00394,2026-05-18,Corrective,Tires/Tracks,Medium,17.9,61795.04,3185
M_001140,EQ_00394,2026-02-24,Preventive,Scheduled Service,Low,8.3,13157.06,1893
M_001141,EQ_00394,2026-04-16,Preventive,Hydraulic,Low,5.5,12213.13,3666
M_001142,EQ_00395,2025-08-18,Corrective,Engine,Medium,6.9,17037.61,3101
M_001143,EQ_00395,2026-08-10,Preventive,Tires/Tracks,Medium,25.9,108538.65,3221
M_001144,EQ_00396,2025-02-28,Preventive,Scheduled Service,Low,11.4,27572.88,20115
M_001145,EQ_00396,2026-03-04,Corrective,Scheduled Service,Medium,10.5,29424.04,21869
M_001146,EQ_00396,2025-07-17,Preventive,Tires/Tracks,Low,11.7,23316.94,21387
M_001147,EQ_00396,2025-04-07,Preventive,Electrical,High,6.4,16605.87,20931
M_001148,EQ_00397,2025-04-12,Corrective,Engine,Low,24.5,53032.14,17481
M_001149,EQ_00397,2025-04-15,Preventive,Tires/Tracks,Medium,4.8,7859.34,17242
M_001150,EQ_00397,2026-03-10,Preventive,Scheduled Service,Low,10.9,32546.4,18060
M_001151,EQ_00398,2024-10-05,Preventive,Engine,High,28.7,89421.43,4260
M_001152,EQ_00398,2024-06-09,Preventive,Hydraulic,Low,5.3,12875.08,4331
M_001153,EQ_00398,2026-01-06,Corrective,Hydraulic,Medium,5.5,8264.09,3916
M_001154,EQ_00399,2025-09-12,Preventive,Tires/Tracks,Medium,4.8,10434.46,6982
M_001155,EQ_00399,2026-05-30,Corrective,Engine,Low,4.6,16415.33,6792
M_001156,EQ_00400,2025-07-15,Preventive,Scheduled Service,Medium,1.2,5154.38,4186
M_001157,EQ_00400,2025-02-09,Preventive,Scheduled Service,Low,4.7,8629.78,4754
M_001158,EQ_00400,2024-04-23,Corrective,Engine,Medium,3.1,13061.91,4847
M_001159,EQ_00400,2025-12-15,Preventive,Engine,Low,2.2,7464.39,5037
M_001160,EQ_00401,2025-10-11,Preventive,Electrical,Low,20.3,90714.59,8972
M_001161,EQ_00401,2026-07-25,Corrective,Hydraulic,Medium,11.5,16203.52,9374
M_001162,EQ_00401,2026-04-09,Preventive,Engine,Low,2.9,8822.63,9513
M_001163,EQ_00401,2024-02-08,Preventive,Electrical,High,23.8,64924.48,9717
M_001164,EQ_00402,2024-06-12,Corrective,Hydraulic,Medium,7.1,21905.54,7000
M_001165,EQ_00402,2026-02-18,Preventive,Scheduled Service,Medium,7.2,9953.53,6822
M_001166,EQ_00402,2024-03-29,Preventive,Hydraulic,Low,13.8,54905.55,7510
M_001167,EQ_00402,2026-02-07,Preventive,Engine,Medium,30.7,61546.6,7585
M_001168,EQ_00403,2025-06-16,Preventive,Tires/Tracks,Medium,4.0,17669.16,7037
M_001169,EQ_00404,2024-11-26,Preventive,Scheduled Service,Medium,3.0,6911.59,11053
M_001170,EQ_00404,2025-10-06,Corrective,Hydraulic,Low,1.0,2378.14,11648
M_001171,EQ_00404,2024-01-28,Preventive,Engine,Medium,15.2,42801.74,12002
M_001172,EQ_00404,2024-05-16,Preventive,Tires/Tracks,Low,18.2,60869.47,11039
M_001173,EQ_00405,2025-09-28,Corrective,Tires/Tracks,Medium,17.7,43710.7,3611
M_001174,EQ_00405,2025-03-19,Preventive,Hydraulic,Low,8.6,13489.2,4454
M_001175,EQ_00406,2025-06-25,Corrective,Hydraulic,Low,1.6,3326.92,19787
M_001176,EQ_00407,2025-11-14,Corrective,Electrical,High,24.0,47431.17,16379
M_001177,EQ_00407,2026-01-14,Corrective,Hydraulic,Medium,9.3,27361.45,16917
M_001178,EQ_00408,2024-06-10,Preventive,Electrical,Low,4.0,17686.33,16960
M_001179,EQ_00408,2026-04-15,Preventive,Scheduled Service,Medium,10.0,12799.74,16068
M_001180,EQ_00408,2025-08-11,Preventive,Hydraulic,High,42.1,68244.57,17123
M_001181,EQ_00408,2025-08-10,Preventive,Electrical,Medium,16.0,50657.7,17237
M_001182,EQ_00408,2025-09-07,Corrective,Scheduled Service,Medium,12.7,16240.18,16679
M_001183,EQ_00409,2024-02-14,Preventive,Electrical,Low,8.5,18132.84,4947
M_001184,EQ_00409,2024-04-12,Preventive,Hydraulic,Low,10.2,18511.15,3299
M_001185,EQ_00409,2026-04-04,Corrective,Electrical,Low,1.7,7326.56,3185
M_001186,EQ_00409,2025-11-13,Preventive,Hydraulic,Medium,0.6,2441.5,4779
M_001187,EQ_00410,2025-08-17,Corrective,Tires/Tracks,Low,8.7,26688.39,15047
M_001188,EQ_00410,2026-03-07,Corrective,Scheduled Service,Low,13.9,16747.37,15922
M_001189,EQ_00411,2026-05-29,Preventive,Tires/Tracks,Medium,2.7,4837.68,18130
M_001190,EQ_00412,2025-06-11,Corrective,Electrical,Medium,41.3,183292.05,4018
M_001191,EQ_00412,2024-05-20,Preventive,Tires/Tracks,Medium,4.1,16729.96,3482
M_001192,EQ_00413,2024-12-19,Corrective,Electrical,High,19.1,27721.02,15670
M_001193,EQ_00413,2026-02-18,Corrective,Tires/Tracks,Low,10.7,38869.86,16228
M_001194,EQ_00413,2024-10-27,Preventive,Scheduled Service,Medium,9.7,19950.36,16765
M_001195,EQ_00413,2026-02-18,Preventive,Hydraulic,Medium,21.5,74392.58,16466
M_001196,EQ_00414,2026-01-13,Preventive,Scheduled Service,Medium,2.6,10936.11,9115
M_001197,EQ_00414,2024-12-06,Corrective,Tires/Tracks,High,10.3,42673.44,7818
M_001198,EQ_00415,2024-12-30,Preventive,Engine,Low,15.6,38353.23,17505
M_001199,EQ_00415,2024-07-12,Preventive,Tires/Tracks,Low,15.3,26060.86,18012
M_001200,EQ_00415,2026-07-24,Preventive,Electrical,Low,3.9,16176.12,16756
M_001201,EQ_00416,2026-07-30,Preventive,Hydraulic,Low,5.0,17601.59,10577
M_001202,EQ_00416,2025-02-14,Preventive,Hydraulic,Medium,24.2,105448.58,11587
M_001203,EQ_00416,2025-07-11,Corrective,Hydraulic,Medium,3.5,13404.15,10681
M_001204,EQ_00417,2025-07-25,Corrective,Hydraulic,Medium,3.9,10124.03,16866
M_001205,EQ_00418,2025-09-08,Preventive,Hydraulic,High,30.4,99744.15,2887
M_001206,EQ_00418,2024-04-15,Corrective,Tires/Tracks,Medium,13.4,32381.72,3227
M_001207,EQ_00418,2025-07-03,Preventive,Hydraulic,Low,3.3,9382.19,2930
M_001208,EQ_00419,2025-07-18,Preventive,Hydraulic,High,7.0,22746.95,8178
M_001209,EQ_00419,2024-09-27,Corrective,Electrical,High,53.9,191303.33,9551
M_001210,EQ_00420,2026-05-26,Preventive,Tires/Tracks,Low,13.8,61307.08,6405
M_001211,EQ_00420,2025-09-12,Preventive,Engine,Medium,6.5,22928.15,5914
