rental_id,equipment_id,site_id,operator_id,checkout_date,expected_return_date,actual_return_date,planned_duration_days,rental_status,extension_requested,rental_cost_inr
R_005707,EQ_00354,SITE_023,OP_0196,2024-04-03,2024-05-07,2024-05-09,34,Overdue Returned,0,612000
R_005708,EQ_00609,SITE_024,OP_0340,2025-07-23,2025-08-04,,12,Active,0,168000
R_005709,EQ_00055,SITE_023,OP_0204,2025-03-24,2025-04-26,,33,Active,0,594000
R_005710,EQ_00284,SITE_030,OP_0190,2025-02-12,2025-02-18,2025-02-18,6,Returned,0,108000
R_005711,EQ_00331,SITE_023,OP_0138,2026-04-24,2026-05-11,2026-05-16,17,Overdue Returned,0,306000
R_005712,EQ_00573,SITE_009,OP_0189,2025-10-14,2025-11-14,,31,Overdue,0,496000
R_005713,EQ_00148,SITE_024,OP_0177,2025-05-24,2025-07-06,2025-07-06,43,Returned,1,774000
R_005714,EQ_00423,SITE_015,OP_0192,2024-10-14,2024-10-24,2024-10-24,10,Returned,1,90000
R_005715,EQ_00570,SITE_007,OP_0127,2025-02-06,2025-03-20,2025-03-21,42,Overdue Returned,0,924000
R_005716,EQ_00118,SITE_028,OP_0190,2025-04-13,2025-05-19,2025-05-19,36,Returned,0,324000
R_005717,EQ_00667,SITE_001,OP_0044,2024-01-04,2024-02-16,2024-02-15,43,Returned,0,387000
R_005718,EQ_00026,SITE_013,OP_0280,2024-10-01,2024-10-26,2024-10-27,25,Overdue Returned,1,400000
R_005719,EQ_00796,SITE_016,OP_0291,2024-11-29,2025-01-11,2025-01-11,43,Returned,1,301000
R_005720,EQ_00455,SITE_026,OP_0327,2025-12-23,2026-01-10,2026-01-11,18,Overdue Returned,0,126000
R_005721,EQ_00616,SITE_020,OP_0188,2026-07-06,2026-07-19,2026-07-19,13,Returned,0,286000
R_005722,EQ_00634,SITE_030,OP_0143,2024-04-17,2024-04-25,2024-04-25,8,Returned,0,112000
R_005723,EQ_00557,SITE_021,OP_0235,2025-09-27,2025-10-03,2025-10-03,6,Returned,0,42000
R_005724,EQ_00750,SITE_011,OP_0140,2025-07-08,2025-08-02,2025-08-02,25,Returned,0,400000
R_005725,EQ_00791,SITE_020,OP_0259,2024-10-25,2024-12-03,2024-12-03,39,Returned,0,351000
R_005726,EQ_00521,SITE_028,OP_0318,2024-12-01,2024-12-05,2024-12-10,4,Overdue Returned,0,36000
R_005727,EQ_00373,SITE_005,OP_0214,2025-01-12,2025-01-22,2025-01-22,10,Returned,0,220000
R_005728,EQ_00364,SITE_024,OP_0220,2026-06-22,2026-08-04,2026-08-04,43,Returned,0,1290000
R_005729,EQ_00139,SITE_029,OP_0199,2024-05-01,2024-06-11,,41,Overdue,0,738000
R_005730,EQ_00759,SITE_029,OP_0024,2024-01-30,2024-02-26,,27,Active,0,594000
R_005731,EQ_00747,SITE_018,OP_0239,2024-08-31,2024-10-05,,35,Overdue,0,245000
R_005732,EQ_00104,SITE_028,OP_0025,2024-07-28,2024-08-05,2024-08-03,8,Returned,0,56000
R_005733,EQ_00516,SITE_019,OP_0129,2025-11-14,2025-12-12,2025-12-11,28,Returned,0,504000
R_005734,EQ_00332,SITE_006,OP_0106,2024-06-19,2024-07-26,2024-07-26,37,Returned,0,259000
R_005735,EQ_00794,SITE_019,OP_0334,2024-08-23,2024-08-28,,5,Active,0,35000
R_005736,EQ_00385,SITE_002,OP_0153,2025-05-24,2025-05-27,2025-05-27,3,Returned,0,42000
R_005737,EQ_00286,SITE_026,OP_0254,2024-03-25,2024-04-10,,16,Overdue,0,112000
R_005738,EQ_00626,SITE_016,OP_0258,2025-02-13,2025-02-26,2025-02-26,13,Returned,1,182000
R_005739,EQ_00329,SITE_008,OP_0308,2025-04-12,2025-04-30,2025-05-05,18,Overdue Returned,0,324000
R_005740,EQ_00559,SITE_015,OP_0249,2024-02-19,2024-03-12,2024-03-12,22,Returned,0,396000
R_005741,EQ_00377,SITE_013,OP_0217,2024-07-29,2024-08-11,2024-08-11,13,Returned,0,182000
R_005742,EQ_00417,SITE_018,OP_0100,2026-01-23,2026-02-04,2026-02-04,12,Returned,0,168000
R_005743,EQ_00161,SITE_023,OP_0195,2025-08-29,2025-10-05,,37,Active,1,666000
R_005744,EQ_00230,SITE_012,OP_0050,2026-06-24,2026-08-01,2026-08-01,38,Returned,0,684000
R_005745,EQ_00765,SITE_008,OP_0026,2026-02-09,2026-02-27,2026-02-28,18,Overdue Returned,0,324000
R_005746,EQ_00100,SITE_010,OP_0281,2025-03-22,2025-04-21,2025-04-21,30,Returned,0,900000
R_005747,EQ_00438,SITE_026,OP_0062,2025-11-16,2025-12-21,2025-12-26,35,Overdue Returned,1,490000
R_005748,EQ_00649,SITE_019,OP_0081,2026-08-04,2026-08-21,,17,Active,0,306000
R_005749,EQ_00517,SITE_020,OP_0080,2025-06-08,2025-06-13,2025-06-12,5,Returned,0,110000
R_005750,EQ_00693,SITE_003,OP_0222,2026-01-27,2026-03-07,,39,Active,0,273000
R_005751,EQ_00276,SITE_023,OP_0130,2025-01-06,2025-01-25,2025-01-25,19,Returned,0,266000
R_005752,EQ_00256,SITE_014,OP_0060,2025-05-24,2025-06-07,2025-06-08,14,Overdue Returned,0,252000
R_005753,EQ_00632,SITE_007,OP_0228,2026-02-17,2026-03-19,2026-03-19,30,Returned,0,900000
R_005754,EQ_00688,SITE_004,OP_0112,2025-10-29,2025-11-01,2025-11-01,3,Returned,0,54000
R_005755,EQ_00321,SITE_014,OP_0126,2026-05-03,2026-06-05,2026-06-03,33,Returned,0,231000
R_005756,EQ_00582,SITE_015,OP_0307,2025-04-03,2025-05-18,2025-05-19,45,Overdue Returned,0,1350000
R_005757,EQ_00712,SITE_016,OP_0317,2024-08-12,2024-09-05,2024-09-05,24,Returned,0,528000
R_005758,EQ_00730,SITE_012,OP_0239,2024-02-22,2024-03-18,2024-03-18,25,Returned,1,175000
R_005759,EQ_00068,SITE_001,OP_0058,2024-07-28,2024-09-06,2024-09-08,40,Overdue Returned,1,720000
R_005760,EQ_00125,SITE_026,OP_0028,2024-03-25,2024-04-12,2024-04-14,18,Overdue Returned,0,396000
R_005761,EQ_00146,SITE_023,OP_0340,2026-07-05,2026-08-07,2026-08-07,33,Returned,0,594000
R_005762,EQ_00557,SITE_004,OP_0106,2024-03-13,2024-04-04,2024-04-04,22,Returned,0,154000
R_005763,EQ_00563,SITE_024,OP_0237,2025-08-19,2025-08-29,2025-08-29,10,Returned,1,180000
R_005764,EQ_00587,SITE_006,OP_0197,2026-04-30,2026-05-03,,3,Active,0,27000
R_005765,EQ_00296,SITE_003,OP_0296,2025-09-23,2025-10-05,2025-10-05,12,Returned,0,192000
R_005766,EQ_00155,SITE_030,OP_0059,2024-06-18,2024-07-22,2024-07-22,34,Returned,0,748000
R_005767,EQ_00323,SITE_007,OP_0252,2025-06-08,2025-07-19,2025-07-19,41,Returned,0,369000
R_005768,EQ_00337,SITE_009,OP_0194,2024-07-23,2024-09-03,,42,Active,0,294000
R_005769,EQ_00007,SITE_002,OP_0156,2025-12-15,2025-12-23,,8,Active,0,240000
R_005770,EQ_00440,SITE_002,OP_0001,2024-10-27,2024-12-04,,38,Active,0,532000
R_005771,EQ_00077,SITE_021,OP_0016,2025-05-14,2025-06-26,,43,Active,0,946000
R_005772,EQ_00472,SITE_006,OP_0005,2026-06-25,2026-07-06,,11,Active,1,154000
R_005773,EQ_00322,SITE_021,OP_0150,2026-01-20,2026-02-02,2026-01-30,13,Returned,0,234000
R_005774,EQ_00651,SITE_026,OP_0347,2024-05-26,2024-06-20,2024-06-17,25,Returned,1,400000
R_005775,EQ_00020,SITE_025,OP_0099,2026-05-09,2026-06-06,2026-06-06,28,Returned,0,504000
R_005776,EQ_00420,SITE_019,OP_0008,2024-11-03,2024-12-14,2024-12-14,41,Returned,1,369000
R_005777,EQ_00689,SITE_010,OP_0105,2024-03-01,2024-04-11,2024-04-11,41,Returned,0,574000
R_005778,EQ_00312,SITE_004,OP_0234,2025-10-02,2025-10-14,2025-10-14,12,Returned,0,108000
R_005779,EQ_00050,SITE_018,OP_0248,2024-06-26,2024-07-18,2024-07-17,22,Returned,1,154000
R_005780,EQ_00647,SITE_002,OP_0088,2025-12-14,2026-01-14,2026-01-11,31,Returned,0,558000
R_005781,EQ_00740,SITE_015,OP_0069,2024-11-25,2024-12-11,2024-12-11,16,Returned,0,224000
R_005782,EQ_00126,SITE_030,OP_0043,2025-12-02,2025-12-14,2025-12-24,12,Overdue Returned,1,84000
R_005783,EQ_00276,SITE_024,OP_0328,2024-11-16,2024-11-26,2024-11-26,10,Returned,0,140000
R_005784,EQ_00773,SITE_017,OP_0331,2024-02-16,2024-03-21,2024-03-21,34,Returned,0,544000
R_005785,EQ_00336,SITE_030,OP_0212,2024-05-25,2024-05-31,2024-06-10,6,Overdue Returned,1,108000
R_005786,EQ_00278,SITE_006,OP_0030,2024-12-28,2025-01-04,2025-01-04,7,Returned,1,112000
R_005787,EQ_00216,SITE_021,OP_0245,2024-12-08,2025-01-19,2025-01-19,42,Returned,0,924000
R_005788,EQ_00677,SITE_017,OP_0296,2024-01-16,2024-01-23,2024-01-23,7,Returned,1,126000
R_005789,EQ_00020,SITE_008,OP_0161,2024-02-17,2024-03-18,2024-03-18,30,Returned,1,540000
R_005790,EQ_00429,SITE_020,OP_0075,2025-10-14,2025-10-24,,10,Active,0,90000
R_005791,EQ_00243,SITE_030,OP_0303,2025-11-14,2025-11-25,2025-11-27,11,Overdue Returned,0,198000
R_005792,EQ_00504,SITE_004,OP_0319,2025-03-31,2025-05-04,2025-05-04,34,Returned,0,476000
R_005793,EQ_00170,SITE_003,OP_0324,2026-08-07,2026-09-06,2026-09-06,30,Returned,0,540000
R_005794,EQ_00013,SITE_029,OP_0272,2025-07-21,2025-08-24,2025-08-22,34,Returned,0,748000
R_005795,EQ_00099,SITE_008,OP_0270,2024-03-30,2024-04-07,2024-04-12,8,Overdue Returned,1,56000
R_005796,EQ_00784,SITE_016,OP_0040,2025-08-19,2025-09-28,2025-09-29,40,Overdue Returned,0,560000
R_005797,EQ_00130,SITE_020,OP_0234,2025-12-31,2026-01-25,2026-01-30,25,Overdue Returned,1,350000
R_005798,EQ_00585,SITE_026,OP_0226,2024-11-01,2024-11-12,2024-11-12,11,Returned,0,176000
R_005799,EQ_00313,SITE_027,OP_0130,2026-01-26,2026-02-25,2026-02-22,30,Returned,0,660000
R_005800,EQ_00242,SITE_009,OP_0117,2025-10-02,2025-11-10,2025-11-10,39,Returned,0,702000
R_005801,EQ_00559,SITE_001,OP_0184,2024-01-22,2024-03-05,2024-03-05,43,Returned,0,774000
R_005802,EQ_00117,SITE_019,OP_0316,2026-04-13,2026-04-19,,6,Active,0,84000
R_005803,EQ_00342,SITE_006,OP_0022,2024-10-02,2024-10-05,,3,Active,0,54000
R_005804,EQ_00156,SITE_003,OP_0107,2025-09-17,2025-09-22,2025-09-22,5,Returned,1,150000
R_005805,EQ_00790,SITE_003,OP_0193,2025-05-24,2025-05-29,2025-05-28,5,Returned,0,80000
R_005806,EQ_00491,SITE_003,OP_0161,2024-08-12,2024-09-03,,22,Active,0,484000
R_005807,EQ_00090,SITE_013,OP_0008,2024-04-27,2024-05-12,2024-05-12,15,Returned,0,210000
R_005808,EQ_00556,SITE_030,OP_0230,2025-12-24,2026-02-02,,40,Active,1,1200000
R_005809,EQ_00140,SITE_006,OP_0194,2026-05-30,2026-06-11,,12,Active,0,264000
R_005810,EQ_00571,SITE_011,OP_0337,2025-02-02,2025-02-10,2025-02-10,8,Returned,0,128000
R_005811,EQ_00224,SITE_001,OP_0346,2024-07-02,2024-07-20,2024-07-25,18,Overdue Returned,1,396000
R_005812,EQ_00123,SITE_007,OP_0338,2025-08-25,2025-10-05,,41,Overdue,1,656000
R_005813,EQ_00030,SITE_028,OP_0007,2024-07-06,2024-08-09,,34,Active,0,612000
R_005814,EQ_00206,SITE_010,OP_0251,2024-10-25,2024-11-21,2024-11-21,27,Returned,1,594000
R_005815,EQ_00305,SITE_023,OP_0288,2025-05-20,2025-07-01,2025-07-01,42,Returned,1,924000
R_005816,EQ_00288,SITE_027,OP_0167,2026-06-03,2026-07-05,2026-07-10,32,Overdue Returned,0,288000
R_005817,EQ_00269,SITE_015,OP_0242,2026-07-02,2026-07-28,,26,Overdue,0,468000
R_005818,EQ_00679,SITE_017,OP_0212,2024-03-29,2024-04-23,2024-04-23,25,Returned,0,225000
R_005819,EQ_00393,SITE_007,OP_0029,2024-02-02,2024-02-19,2024-02-19,17,Returned,1,306000
R_005820,EQ_00597,SITE_008,OP_0049,2024-08-24,2024-08-29,2024-08-31,5,Overdue Returned,0,110000
R_005821,EQ_00539,SITE_011,OP_0327,2026-05-23,2026-06-10,2026-06-09,18,Returned,0,396000
R_005822,EQ_00009,SITE_017,OP_0111,2025-04-15,2025-04-19,2025-04-19,4,Returned,1,72000
R_005823,EQ_00737,SITE_020,OP_0343,2024-07-16,2024-07-19,2024-07-19,3,Returned,0,27000
R_005824,EQ_00721,SITE_021,OP_0143,2024-03-13,2024-03-28,,15,Active,0,270000
R_005825,EQ_00479,SITE_005,OP_0204,2024-07-10,2024-08-19,2024-08-19,40,Returned,0,280000
R_005826,EQ_00238,SITE_022,OP_0338,2026-04-23,2026-05-07,2026-05-04,14,Returned,0,126000
R_005827,EQ_00796,SITE_012,OP_0261,2025-10-03,2025-10-21,2025-10-20,18,Returned,1,126000
R_005828,EQ_00771,SITE_028,OP_0312,2024-12-26,2025-02-03,2025-02-08,39,Overdue Returned,1,1170000
R_005829,EQ_00101,SITE_022,OP_0037,2026-01-13,2026-02-23,2026-02-24,41,Overdue Returned,0,1230000
R_005830,EQ_00368,SITE_016,OP_0168,2025-07-24,2025-09-06,2025-09-06,44,Returned,1,704000
R_005831,EQ_00217,SITE_023,OP_0348,2025-06-27,2025-08-07,2025-08-07,41,Returned,0,738000
R_005832,EQ_00347,SITE_017,OP_0203,2024-08-27,2024-09-12,2024-09-12,16,Returned,0,352000
R_005833,EQ_00495,SITE_024,OP_0299,2025-09-12,2025-09-15,2025-09-15,3,Returned,1,48000
R_005834,EQ_00398,SITE_008,OP_0118,2025-03-18,2025-04-15,,28,Overdue,1,252000
R_005835,EQ_00685,SITE_018,OP_0018,2025-11-23,2025-12-26,2025-12-26,33,Returned,0,594000
R_005836,EQ_00498,SITE_010,OP_0141,2026-05-12,2026-06-03,,22,Active,0,660000
R_005837,EQ_00213,SITE_004,OP_0301,2025-05-12,2025-06-08,2025-06-13,27,Overdue Returned,0,594000
R_005838,EQ_00763,SITE_006,OP_0346,2025-05-29,2025-06-25,2025-06-22,27,Returned,0,189000
R_005839,EQ_00538,SITE_001,OP_0002,2025-01-03,2025-01-22,,19,Active,1,304000
R_005840,EQ_00627,SITE_021,OP_0171,2025-05-17,2025-06-10,2025-06-10,24,Returned,0,720000
R_005841,EQ_00551,SITE_028,OP_0286,2025-02-20,2025-03-03,2025-02-28,11,Returned,0,198000
R_005842,EQ_00111,SITE_014,OP_0330,2026-02-19,2026-04-03,2026-04-03,43,Returned,0,774000
R_005843,EQ_00382,SITE_024,OP_0328,2025-03-17,2025-04-16,,30,Active,0,210000
R_005844,EQ_00384,SITE_027,OP_0185,2025-07-09,2025-07-16,2025-07-17,7,Overdue Returned,1,98000
R_005845,EQ_00104,SITE_022,OP_0261,2025-08-04,2025-09-12,,39,Active,0,273000
R_005846,EQ_00092,SITE_021,OP_0188,2024-07-09,2024-07-22,2024-07-22,13,Returned,1,286000
R_005847,EQ_00531,SITE_011,OP_0011,2025-04-25,2025-05-29,2025-05-29,34,Returned,0,476000
R_005848,EQ_00325,SITE_007,OP_0308,2024-02-26,2024-03-02,2024-03-02,5,Returned,0,80000
R_005849,EQ_00545,SITE_004,OP_0093,2025-05-14,2025-06-02,2025-06-02,19,Returned,1,570000
R_005850,EQ_00161,SITE_004,OP_0179,2026-04-21,2026-05-24,2026-05-29,33,Overdue Returned,0,594000
R_005851,EQ_00442,SITE_006,OP_0304,2025-05-03,2025-05-07,,4,Active,0,64000
R_005852,EQ_00203,SITE_022,OP_0337,2026-01-28,2026-03-02,2026-03-02,33,Returned,0,990000
R_005853,EQ_00765,SITE_011,OP_0272,2024-01-20,2024-02-10,,21,Active,0,378000
R_005854,EQ_00733,SITE_004,OP_0043,2025-03-18,2025-04-03,2025-04-03,16,Returned,1,112000
R_005855,EQ_00613,SITE_020,OP_0004,2024-01-06,2024-02-03,2024-02-03,28,Returned,0,504000
R_005856,EQ_00739,SITE_027,OP_0332,2024-10-18,2024-11-21,2024-11-23,34,Overdue Returned,0,1020000
R_005857,EQ_00658,SITE_002,OP_0145,2024-03-13,2024-03-16,2024-03-16,3,Returned,0,54000
R_005858,EQ_00125,SITE_027,OP_0187,2026-07-15,2026-08-05,,21,Active,0,462000
R_005859,EQ_00128,SITE_003,OP_0175,2025-01-11,2025-01-22,2025-01-27,11,Overdue Returned,0,154000
R_005860,EQ_00614,SITE_004,OP_0300,2025-10-12,2025-11-18,2025-11-18,37,Returned,0,1110000
R_005861,EQ_00292,SITE_028,OP_0079,2025-07-14,2025-07-26,2025-07-27,12,Overdue Returned,1,264000
R_005862,EQ_00299,SITE_011,OP_0130,2024-01-06,2024-02-12,,37,Active,0,666000
R_005863,EQ_00550,SITE_011,OP_0112,2024-06-10,2024-07-25,2024-07-25,45,Returned,0,630000
R_005864,EQ_00381,SITE_010,OP_0170,2024-05-08,2024-06-03,2024-05-31,26,Returned,0,234000
R_005865,EQ_00036,SITE_007,OP_0265,2026-02-01,2026-02-04,2026-02-04,3,Returned,0,66000
R_005866,EQ_00223,SITE_024,OP_0239,2025-03-03,2025-04-07,2025-04-07,35,Returned,0,315000
R_005867,EQ_00169,SITE_023,OP_0295,2026-04-24,2026-06-04,2026-06-03,41,Returned,0,574000
R_005868,EQ_00512,SITE_006,OP_0148,2025-08-12,2025-09-22,2025-09-22,41,Returned,0,369000
R_005869,EQ_00014,SITE_021,OP_0308,2026-05-06,2026-06-14,,39,Active,0,1170000
R_005870,EQ_00048,SITE_012,OP_0302,2026-06-01,2026-07-12,2026-07-14,41,Overdue Returned,1,369000
R_005871,EQ_00178,SITE_029,OP_0006,2026-05-28,2026-06-22,2026-06-21,25,Returned,0,225000
R_005872,EQ_00411,SITE_020,OP_0076,2024-02-05,2024-03-07,2024-03-12,31,Overdue Returned,0,682000
R_005873,EQ_00557,SITE_007,OP_0030,2024-03-24,2024-04-22,2024-04-22,29,Returned,0,203000
R_005874,EQ_00189,SITE_013,OP_0206,2026-07-01,2026-07-16,,15,Active,1,240000
R_005875,EQ_00277,SITE_022,OP_0264,2025-11-03,2025-12-03,2025-12-04,30,Overdue Returned,0,270000
R_005876,EQ_00109,SITE_007,OP_0246,2025-02-03,2025-02-13,2025-02-13,10,Returned,0,220000
R_005877,EQ_00735,SITE_002,OP_0202,2024-08-05,2024-09-15,2024-09-15,41,Returned,0,656000
R_005878,EQ_00605,SITE_015,OP_0048,2025-06-26,2025-07-02,2025-07-02,6,Returned,0,108000
R_005879,EQ_00341,SITE_026,OP_0137,2025-12-26,2026-02-05,2026-02-05,41,Returned,0,902000
R_005880,EQ_00129,SITE_008,OP_0299,2024-06-26,2024-07-21,,25,Active,1,750000
R_005881,EQ_00450,SITE_018,OP_0058,2025-07-18,2025-07-21,2025-07-21,3,Returned,0,42000
R_005882,EQ_00502,SITE_021,OP_0150,2026-06-01,2026-07-15,2026-07-15,44,Returned,1,616000
R_005883,EQ_00132,SITE_029,OP_0071,2025-06-21,2025-07-02,2025-07-02,11,Returned,1,77000
R_005884,EQ_00392,SITE_029,OP_0320,2025-12-15,2026-01-29,2026-01-31,45,Overdue Returned,0,405000
R_005885,EQ_00640,SITE_012,OP_0006,2025-08-11,2025-08-27,2025-08-27,16,Returned,0,224000
R_005886,EQ_00179,SITE_005,OP_0170,2026-05-25,2026-07-08,2026-07-10,44,Overdue Returned,0,396000
R_005887,EQ_00324,SITE_014,OP_0150,2024-05-07,2024-06-10,2024-06-11,34,Overdue Returned,1,612000
R_005888,EQ_00192,SITE_022,OP_0014,2025-01-31,2025-02-20,2025-02-20,20,Returned,0,280000
R_005889,EQ_00768,SITE_020,OP_0327,2026-02-28,2026-04-03,2026-04-03,34,Returned,1,612000
R_005890,EQ_00219,SITE_008,OP_0328,2024-04-25,2024-05-21,2024-05-22,26,Overdue Returned,0,468000
R_005891,EQ_00570,SITE_018,OP_0191,2024-12-14,2025-01-12,,29,Active,1,638000
R_005892,EQ_00015,SITE_001,OP_0092,2026-06-10,2026-06-24,2026-06-24,14,Returned,0,308000
R_005893,EQ_00507,SITE_009,OP_0266,2024-10-21,2024-11-28,,38,Active,0,342000
R_005894,EQ_00302,SITE_013,OP_0133,2024-11-29,2024-12-22,2024-12-24,23,Overdue Returned,0,414000
R_005895,EQ_00484,SITE_030,OP_0313,2025-04-06,2025-04-26,2025-04-27,20,Overdue Returned,0,180000
R_005896,EQ_00369,SITE_008,OP_0230,2024-11-02,2024-11-20,2024-11-20,18,Returned,0,396000
R_005897,EQ_00402,SITE_021,OP_0142,2024-08-27,2024-10-07,2024-10-07,41,Returned,0,1230000
R_005898,EQ_00280,SITE_011,OP_0069,2024-07-05,2024-08-08,2024-08-08,34,Returned,0,476000
R_005899,EQ_00374,SITE_012,OP_0092,2026-04-24,2026-05-14,2026-05-14,20,Returned,1,600000
R_005900,EQ_00708,SITE_025,OP_0279,2025-09-05,2025-10-09,2025-10-09,34,Returned,1,544000
R_005901,EQ_00098,SITE_005,OP_0263,2026-02-07,2026-03-10,,31,Active,1,558000
R_005902,EQ_00523,SITE_025,OP_0179,2026-01-28,2026-03-03,,34,Overdue,1,612000
R_005903,EQ_00278,SITE_007,OP_0253,2026-07-22,2026-07-28,,6,Active,0,96000
R_005904,EQ_00786,SITE_017,OP_0292,2025-03-24,2025-03-30,2025-03-29,6,Returned,1,132000
R_005905,EQ_00672,SITE_016,OP_0198,2026-07-05,2026-08-09,2026-08-10,35,Overdue Returned,0,490000
R_005906,EQ_00520,SITE_030,OP_0193,2025-09-02,2025-09-24,2025-09-24,22,Returned,0,154000
R_005907,EQ_00107,SITE_020,OP_0245,2026-02-01,2026-02-10,2026-02-10,9,Returned,0,162000
R_005908,EQ_00370,SITE_014,OP_0317,2025-05-20,2025-06-10,,21,Active,0,462000
R_005909,EQ_00143,SITE_001,OP_0024,2025-03-28,2025-04-30,2025-04-30,33,Returned,0,990000
R_005910,EQ_00169,SITE_002,OP_0250,2025-05-07,2025-06-05,2025-06-05,29,Returned,0,406000
R_005911,EQ_00280,SITE_012,OP_0121,2026-04-22,2026-05-16,2026-05-16,24,Returned,1,336000
R_005912,EQ_00746,SITE_002,OP_0320,2024-10-10,2024-11-17,2024-11-17,38,Returned,0,266000
R_005913,EQ_00408,SITE_010,OP_0237,2025-11-24,2025-12-03,2025-12-03,9,Returned,1,63000
R_005914,EQ_00420,SITE_027,OP_0161,2024-12-13,2025-01-13,2025-01-13,31,Returned,1,279000
R_005915,EQ_00648,SITE_019,OP_0075,2026-08-06,2026-09-15,2026-09-15,40,Returned,1,720000
R_005916,EQ_00142,SITE_008,OP_0077,2024-03-03,2024-04-12,,40,Active,1,360000
R_005917,EQ_00704,SITE_011,OP_0266,2024-03-28,2024-05-11,2024-05-11,44,Returned,1,968000
R_005918,EQ_00495,SITE_007,OP_0054,2024-03-23,2024-04-23,,31,Active,0,496000
R_005919,EQ_00683,SITE_024,OP_0182,2026-02-28,2026-04-03,,34,Active,0,238000
R_005920,EQ_00141,SITE_006,OP_0188,2024-06-06,2024-07-07,2024-07-04,31,Returned,0,558000
R_005921,EQ_00560,SITE_014,OP_0180,2025-12-07,2026-01-12,2026-01-12,36,Returned,0,1080000
R_005922,EQ_00735,SITE_017,OP_0046,2025-02-27,2025-04-11,2025-04-13,43,Overdue Returned,0,688000
R_005923,EQ_00588,SITE_006,OP_0246,2024-01-18,2024-02-24,2024-02-24,37,Returned,0,333000
R_005924,EQ_00180,SITE_016,OP_0318,2026-02-01,2026-02-27,2026-02-27,26,Returned,1,572000
R_005925,EQ_00206,SITE_012,OP_0143,2025-10-06,2025-11-04,,29,Active,0,638000
R_005926,EQ_00629,SITE_001,OP_0129,2024-05-01,2024-05-22,2024-05-22,21,Returned,1,189000
R_005927,EQ_00462,SITE_001,OP_0241,2024-08-22,2024-09-13,,22,Active,0,308000
R_005928,EQ_00791,SITE_012,OP_0343,2025-03-07,2025-04-13,2025-04-15,37,Overdue Returned,0,333000
R_005929,EQ_00463,SITE_029,OP_0245,2025-08-20,2025-08-28,2025-08-28,8,Returned,0,144000
R_005930,EQ_00631,SITE_029,OP_0257,2026-02-08,2026-03-07,2026-03-07,27,Returned,1,432000
R_005931,EQ_00599,SITE_026,OP_0343,2026-03-05,2026-03-27,2026-03-24,22,Returned,0,484000
R_005932,EQ_00106,SITE_026,OP_0222,2024-03-07,2024-03-20,,13,Active,0,91000
R_005933,EQ_00417,SITE_013,OP_0060,2025-11-25,2025-12-03,2025-12-01,8,Returned,1,112000
R_005934,EQ_00166,SITE_015,OP_0204,2024-04-17,2024-05-28,2024-05-29,41,Overdue Returned,0,574000
R_005935,EQ_00298,SITE_002,OP_0263,2024-12-01,2024-12-21,,20,Overdue,1,180000
R_005936,EQ_00523,SITE_028,OP_0222,2025-06-12,2025-07-04,2025-07-04,22,Returned,0,396000
R_005937,EQ_00446,SITE_028,OP_0169,2025-07-07,2025-07-27,2025-07-26,20,Returned,0,440000
R_005938,EQ_00275,SITE_007,OP_0264,2024-03-19,2024-04-08,,20,Active,0,360000
R_005939,EQ_00368,SITE_025,OP_0190,2024-05-03,2024-06-12,2024-06-12,40,Returned,0,640000
R_005940,EQ_00121,SITE_029,OP_0342,2025-07-24,2025-08-30,2025-08-30,37,Returned,1,333000
R_005941,EQ_00139,SITE_016,OP_0017,2025-07-30,2025-08-13,2025-08-11,14,Returned,0,252000
R_005942,EQ_00083,SITE_003,OP_0322,2025-07-23,2025-08-12,2025-08-14,20,Overdue Returned,0,280000
R_005943,EQ_00525,SITE_010,OP_0095,2024-03-24,2024-04-07,2024-04-07,14,Returned,0,308000
R_005944,EQ_00269,SITE_017,OP_0027,2024-06-09,2024-06-15,2024-06-15,6,Returned,0,108000
R_005945,EQ_00650,SITE_004,OP_0041,2026-01-24,2026-02-09,2026-02-09,16,Returned,0,352000
R_005946,EQ_00277,SITE_025,OP_0256,2024-09-29,2024-10-30,2024-10-30,31,Returned,0,279000
R_005947,EQ_00463,SITE_013,OP_0228,2024-12-28,2025-02-09,2025-02-09,43,Returned,0,774000
R_005948,EQ_00313,SITE_028,OP_0036,2024-02-10,2024-02-25,2024-02-25,15,Returned,0,330000
R_005949,EQ_00562,SITE_013,OP_0326,2025-09-30,2025-11-11,2025-11-11,42,Returned,0,672000
R_005950,EQ_00071,SITE_006,OP_0033,2025-03-07,2025-04-12,2025-04-12,36,Returned,0,252000
R_005951,EQ_00696,SITE_012,OP_0001,2024-10-05,2024-11-12,,38,Active,1,266000
R_005952,EQ_00736,SITE_014,OP_0071,2024-12-29,2025-01-22,2025-01-22,24,Returned,1,336000
R_005953,EQ_00679,SITE_001,OP_0350,2024-05-01,2024-05-04,2024-05-04,3,Returned,1,27000
R_005954,EQ_00113,SITE_020,OP_0308,2024-05-04,2024-05-16,2024-05-16,12,Returned,1,84000
R_005955,EQ_00299,SITE_001,OP_0205,2025-09-09,2025-09-26,,17,Overdue,0,306000
R_005956,EQ_00172,SITE_017,OP_0037,2024-02-26,2024-03-08,2024-03-10,11,Overdue Returned,1,198000
R_005957,EQ_00035,SITE_003,OP_0137,2025-12-14,2026-01-21,2026-01-21,38,Returned,0,684000
